Year,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,BONAIRE SAINT EUSTATIUS AND SABA,BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECHIA,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FEDERATED STATES OF MICRONESIA,FIJI,FINLAND,FRANCE (INCLUDING MONACO),FRENCH POLYNESIA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GREECE,GREENLAND,GRENADA,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KOSOVO,KUWAIT,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MAURITANIA,MAURITIUS,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SUDAN,ROMANIA,RUSSIAN FEDERATION,RWANDA,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST  KITTS-NEVIS,ST  PIERRE & MIQUELON,ST  VINCENT & THE GRENADINES,SURINAME,ESWATINI,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TÜRKIYE,TURKMENISTAN,TURKS AND CAICOS ISLANDS,TUVALU,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,ZAMBIA,ZIMBABWE,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1961,0.13395133858,0.62187044451,1.652816621,,0.12382830036,,0.013,13.953796457,0.88868825966,0.17618792711,23.747139669,8.685601811,5.3491594681,0.149,0.483,0.62511176906,0.053,11.335050058,25.299752677,0.01,0.035,0.048,,0.03554104597,1.5420855296,0,13.41049311,0,0.083,7.0810697638,0.025,0.013028571429,0.078,52.947787559,0.0059918897638,0.024,0.014,3.9450571745,155.7396798,4.9662400787,0.003,0.073,,0.134,0.151,1.6614762559,3.3210432801,2.651671082,0.23589456693,29.340816681,7.2125020472,0.64284614479,8.6522562992,0.012,0.003,0.28074139275,0.44875669291,4.6577286464,0.15891889764,0.006,,4.1281643055,0.092967559055,0.031,,0.046,4.0725154624,86.157661975,0.016,0.045,0.006,1.6551518214,227.84924213,0.367,2.6769724409,0.08,0.005,0.38386212598,0.168,0.008,0.201,0.080951338583,0.20095133858,0.91979724409,13.354232101,0.29791889764,32.861429089,7.0965052756,2.37697,3.3713430709,9.9641807839,1.9270673228,33.945113701,0.58076480315,77.179830357,0.26675669291,27.173584582,0.65463559571,0.002,,2.722,2.3464144038,0.031,2.698349996,0.73103488189,,0.044,0.326,0.0046026745526,4.178209238,3.1607485827,0.019,0.85502642946,0.097,0.10188810561,1.2786350394,,0.032,0.08,,0.013,0.051,17.805650472,0.38,0.15216236459,0,1.0293031962,0.71776480315,0.70695944882,,,0.022,20.692899449,0.242,3.208278189,0.15295944882,0.015,1.1216025984,,3.6395969291,,,3.3705162512,,0.30087834646,0.055,0.098983779528,2.3563430709,2.3778722031,0.28395133858,56.559881654,2.4776293701,0.044,0.077,3.9434241732,4.2273245059,0.031478320716,0.3464542803,15.206350394,248.96878608,0.024971428571,0,0.005,0.29359994497,0.005,0.003,0.97388634,0.22179724409,4.4850416689,0,0.079,0.571,9.371875153,1.2724654754,0.004,0.024,27.871137087,14.630692178,0.6369107874,,0.013,0.003,0.117,0.001,13.318642614,5.5570259843,0.83540795276,3.4193374016,1.3271952398,1.130107874,,0.025,0.003,1.2548945669,0.48163503937,4.7327615748,3.3623257786,,,0.11092700787,79.043003083,0.003,160.64814449,0.192,787.90193782,1.1235701575,10.306483565,0,14.159329291,2.1774971654,,0.727,1.0122739645,1.3813492004,2042.9880145,454.60032391,1716.5001277,781.08821068,600.15985734,44.212425604,354.55207038,10.367965539,1121.5684965,25.787065549,858.74837585,27.287417858,55.06452115,71.839176367,-1.7053025658e-13,2569.4275148
1947,,0.253,0.20286212598,,,,,3.9614992276,0.30087442579,0.08715566901,12.220713592,4.811691811,1.8054275358,,1.078,0.033156398104,0.001,3.8227762214,22.388120866,,0,,,0.017581247987,0.60204225519,,2.4419943307,,1.461,1.613,0,0,,39.177907559,,0,0,1.5573349606,11.418159116,1.3816188189,,0,,,0,0.64509247061,0.051691811024,1.3117139803,,13.496928861,0.019837795276,0.08887167804,5.8553025197,,,0.0019837795276,0.31596745607,1.2042862992,,,,1.3905305604,,,,,1.4875377165,50.115750151,,0,,0.55998609757,86.697609921,,0.045797244094,,,0.0039675590551,0,,,,,0.0049594488189,3.7767728532,0.16367785836,14.514267936,1.1069918898,3.937,2.4046757254,17.321951339,0.04463503937,10.039959267,,19.11363748,,9.1414615408,,,,1.842,0.78926405895,,0.90952073419,0.022813464567,,,,,1.4140027642,0.011902677165,,0.3292671555,0.00099188976378,,0.187,,,,,,,8.0108970079,,0.059402313993,,0.22675776005,0.015961834182,0.007,,,,12.173424126,,1.4877566929,0.0019837795276,0,0.426,,2.9004809449,,,0.1788436019,,,,,1.6127161417,0.053854015748,0.045959448819,24.985321181,1.5125296063,,,0.24498371305,1.4174252172,0,0,4.4615377165,84.003206912,0,,,0.14523639642,,,10.298,0,1.751717837,,,,4.3227519105,0.49613123786,,,15.23862126,8.5075912598,,,,,,,6.8482887402,2.5779456693,0.0069432283465,0.98778913386,0.44820421783,0.0079351181102,,,,3.276,0.03487023622,2.0406108993,1.1368943153,,,,26.683133259,,125.89219801,,678.4537215,0.039691811024,3.4998763473,,5.5938378243,0.19395923871,,,,1.1019188976,1263.0861514,141.33028415,1155.2551192,249.16131638,270.41177192,18.541141981,67.215363425,4.8983142228,520.86804558,36.59195397,725.64252607,13.708470285,16.95062002,0,-2.2737367544e-13,1404.4164356
1905,,,0,,,,,1.087,0.043653342518,0,3.2894193745,7.808,0.26167298429,,,0,,0.55146891379,13.719,,0,,,0,0.043136783595,,0.764,,,0.098,0,0,,9.658,,0,0,0.567,0,,,0,,,0,0.046891008788,,0,,10.320141832,0.0037894736842,,1.64,,,,,,,,,0.19991707013,,,,,0.16,34.778,,0,,0.081197227914,104.346,,0.076,,,,0,,,,,,2.574,,4.6208294362,1.128,,,0,,4.87,,8.169,,1.3133866293,,,,,0.11343990136,,0.13101178577,,,,,,0.20501295131,,,0.02470217081,,,0.011,,,,,,,0.466,,0.004257140496,,,,,,,,4.529,,0.966,,0,,,1.132,,,0,,,,,0.096,,,20.438,0.688,,,0.00021052631579,0.20393559775,0,0,0.726,12.088549239,0,,,0,,,,0,0.12527940273,,,,3.3188581683,0.035733493578,,,2.737,3.704,,,,,,,2.774,1.703,,0.069,0.064663007572,,,,,,,0.418,0.16555435133,,,,3.8393071038,,119.452,,269.2364744,,0.51422989414,,,0.216,,,,0.064,646.71931643,15.758406784,631.03575487,31.441968346,217.18556631,2.801,16.775626775,0,356.35320266,0.418,279.3604744,4.2554193745,2.514,0,0,662.47772321
1948,,0.192,0.21885467931,,,,,4.7466212598,0.31954886925,0.089259087162,12.830975621,6.6832050779,1.918258257,,1.249,0.036593188582,0.001,4.0658252683,23.214326063,,0,,,0.018005554479,0.67860491483,,2.1417753543,,0.022,1.6976431496,0,0,,43.260526321,,0,0,1.6944076033,10.480377877,1.2235944882,,0,,,0,0.72811097513,0.049683700787,1.3433709342,,14.588140482,0.383,0.10186212598,4.6591486079,,,0.0059513385827,0.35095944882,1.6781565354,,,,1.4800590445,0.00099188976378,,,,2.308383622,53.630063418,,0,,0.59481423785,103.11582244,,0.36869264397,,,0.0039675590551,0,,,,,0.0069432283465,4.4706674803,0.19698339396,14.520763928,4.2289594488,0,2.3045620472,21.274927008,0.021821574803,9.6965291767,,24.03994811,,9.7318891623,,,,0.092,0.84017881982,,0.96765421358,0.027772913386,,,,,1.5021694174,0.013886456693,,0.37366452374,0.00099188976378,,0.32485329341,,,,,,,8.3268076521,,0.066958738373,,0.2567080315,0.011959448819,0.042,,,,12.899351231,,1.5017244354,0.0019837795276,0,0.447,,2.9974162577,,,0.19705556835,,0.0059513385827,,,1.7426916341,0.05887023622,0.055958711525,24.269988661,1.4334485039,,,0.45598377953,1.5086051074,0,0,6.3795052756,89.387549241,0,,,0.148741537,,,4.897,0,1.9739767617,,,,4.6706523208,0.55962451268,,,15.583556378,8.9284290551,,,,,,,8.4063617323,2.7868726772,0.0069432283465,1.2387406817,0.47665686247,0.010910787402,,,,3.45,0.039821574803,2.1016188189,1.2065917323,,,,28.394306943,,129.79345425,,704.84675008,0.039683700787,3.7058223206,,6.9737647694,0.27289456693,,,,1.2379188976,1339.0129329,141.59642661,1222.5566332,258.05272639,298.97642561,19.577821451,75.113654957,5.1179148294,561.39264369,29.671083543,756.43408405,14.332700056,18.96945697,0,0,1480.6093595
1906,,,,,,,,1.707,0.049791783412,0,3.9186849319,9.328,0.29846888707,,,0,,0.62901530855,15.692,,0,,,0,0.051610080373,,0.875,,,0.086,0,0,,10.204,,0,0,0.666,0,,,0,,,0,0.056101742658,,0,,10.777166956,0,,1.786,,,,,,,,,0.22802898661,,,,,0.168,37.273,,0,,0.092615010734,98.782,,0.071,,,,0,,,,,,2.774,,5.3355392294,1.215,,,0.001,,5.756,,8.967,,1.4980722852,,,,,0.12939158087,,0.14943438658,,,,,,0.23384143983,,,0.029554382934,,,0.01,,,,,,,0.524,,0.005093364522,,,,,,,,4.928,,1.054,,0,,,1.153,,,0,,,,,0.117,,,21.477,0.791,,,0,0.23261259109,0,0,0.982,13.78841552,0,,,0,,,,0,0.14988785684,,,,3.4658330443,0.042752572673,,,3.129,3.783,,,,,,,3.082,1.882,,0.075,0.073755783223,,,,,,,0.431,0.18883425481,,,,4.3791823658,,123.731,,282.60678147,,0.58653981656,,,0.228,,,,0.069,673.39622341,18.397782216,655.34224796,36.45175767,221.71215913,3.198,18.748008631,0,367.7435306,0.432,293.33478147,4.9726849319,3.365,0,0,691.79400563
1907,,,,,,,,1.707,0.055771300269,0,4.2267970894,11.653,0.33431214512,,,0,,0.70455402967,15.918,,0,,,0,0.052534440021,,0.942,,,0.124,0,0,,12.825,,0,0,0.595,5.42955,,,0,,,0,0.057106549989,,0,,11.326505101,0,,1.592,,,,,,,,,0.25541308647,,,,,0.242,39.737,,0,,0.10373718753,120.683,,0.117,,,,0,,,,,,2.785,,5.9422490227,1.445,,,0,,6.225,,9.572,,1.6779764354,,,,,0.14493027192,,0.16738002685,,,,,,0.26192355973,,,0.030083715166,,,0.024,,,,,,,0.618,,0.0051845889612,,,,,,,,5.07,,1.115,,0,,,1.305,,,0,,,,,0.218,0.002,,23.798,0.863,,,0,0.260547138,0,0,1.244,15.444272317,0,,,0,,,,0,0.15257241547,,,,3.6424948986,0.043518290393,,,3.453,3.847,,,,,,,3.486,2.183,,0.098,0.082613147207,,,,,,,0.513,0.21151144233,,,,4.9050802747,,129.249,,328.56479846,,0.65697763742,,,0.232,,,,0.076,762.52828966,25.768104917,742.05052693,46.245867646,253.13834151,3.529,26.01262859,0,407.43017043,0.513,342.00779846,5.3417970894,3.462,0,-2.2737367544e-13,788.29639457
1949,0.004,0.277,0.24786156779,,,,,4.1934022835,0.3630795919,0,13.117983006,7.2527995195,2.1797675176,,1.258,0.051919402752,0.001,4.6215522371,22.044772272,,0,,,0,0.77521048133,,2.0105895199,,3.13,2.034,0,0,,39.580210149,,0,0,1.6034566142,16.943531259,1.4014728346,,0,,,0,0.83216455771,0.049659370079,0,,15.335557794,0.486,0.12983779528,4.6070833444,,,0.0069432283465,0.35494322835,2.0360186614,,,,1.682600847,0.00099188976378,,,,1.346278189,62.513895433,,0,,0.67583438113,117.94433504,,0.44763503937,,,0.0049594488189,0,,,,,0.0079351181102,5.5703917323,0.20273940266,15.335109194,5.978,0.30799188976,2.2775214961,2.2187828398,0.032732362205,10.85454707,,26.861382835,,11.064300455,,,,0.29,0.95520743436,,1.0999745223,0.031740472441,,,,,1.7070638971,0.01587023622,,0.42781885447,0.00099188976378,,0.333,,,,,,,7.9036457619,,0.07649169227,,0.2967080315,0.015948094488,0.028,,,,13.782391732,,1.530716327,0.0019837795276,0,0.405,,2.8403430709,,,0.27962214571,,0.0069432283465,,,1.8096837008,0.086781023622,0.07895194685,28.773412925,1.5064241732,0.071,,0.59397566929,1.715213571,0,0,6.308383622,101.6110456,0,,,0,,,5.018,0,2.2548050396,,,,4.9099066095,0.63944090293,,,16.535499516,9.7585185219,,,,,,,7.3231265354,2.3279213386,0.0079351181102,1.220675856,0.54177919485,0.016862125984,,,,3.753,0.034813464567,2.174586378,1.3706734671,,,,32.277591747,,132.39866756,,590.84672782,0.039683502977,4.206195681,,7.8376836604,0.29382968504,,,,1.3999107874,1274.1634249,139.86652394,1140.6015977,273.42835111,330.56809601,21.103581698,93.007462037,3.8244890551,612.37449661,11.41076906,638.33058373,14.648699333,19.329867292,0,0,1414.0299488
1950,0.023,0.080983977338,1.0326431496,,0.051,,,8.1662644094,0.40404158429,0.11178473804,15.212382827,5.7025807087,2.426464956,0.015,0.377,0.2710338646,0.02,5.1488755927,20.797074646,0.005,0.0376125,0.012,,0.022549482128,0.74470298431,0,5.3654671654,,0.113,2.0463346356,0.00110625,0.0024,,42.067072135,0.028,0.012831683168,0.0080792079208,2.3064322835,21.516180825,2.0463755118,,0.024237623762,,0.078,0.15045,0.80117254628,1.5296514876,1.6823874492,0.073,15.789763222,0.213,0.40380535433,6.0010348819,0.003,0,0.094918897638,0.20193511811,2.7928726772,0.073,0.003,,1.8759663357,0.023992214173,0.011,,0.033,1.7861804075,55.207051825,,0.0028514851485,0.004,0.75219113752,139.37822882,0.174,1.1265620472,0.027,0.002,0.16895133858,0.04978125,0.002,0.071,0.031,0.082,0.35992700787,5.0191159843,0.202,16.67646325,2.683,0.44992700787,2.654513569,2.6202983671,0.45557826772,11.307477417,0.074,27.986077087,0.047,12.3378348,0.248,,,0.105,1.0650822639,,1.2258707184,0.41270873673,,0.013,0.039,,1.8998217182,2.0248540157,0,0.41167967226,0.082991889764,0.064014860173,0.99763862928,,,0.067,,,0.055,8.3263130709,0.078,0.073481285776,,0.69864365939,0.24594345819,0.219,,,0.007,13.997343071,0.06,2.3387161417,0.051983779528,0.00774375,0.616,,2.3013592913,,,1.4615071303,,0.14294322835,0.015,0.017,1.2396353335,0.98367559055,0.13495974699,30.601226209,1.5333674016,0.096,0.038,0.5959838067,1.9123567249,0.012491397109,0.13750860289,5.2992864338,113.26201884,0.0046,0,0.001,0.18627833062,0.001,0,1.403,0.098722805048,2.166125578,0,0.043,0.52236137072,5.0544600596,0.61430888802,0,0.013,16.656964209,9.0162178805,0.444,,0.004,0.001,0.058,0.001,7.8208510621,2.7928073684,0.11292635616,1.0326346857,0.60358020483,0.26081274712,,0.007,0.002,0.642,0.33281346457,2.5895618781,1.5243817695,,,0.029,35.979815355,0,136.67906732,0.136,693.63680814,0.66966748031,4.6706088194,0,10.446448504,0.40383739278,,0.016,0.63596810988,0.86785203707,1421.038789,162.18931726,1274.7983381,308.4297682,348.7206645,25.891921638,100.64731892,5.0854487317,650.4869385,8.6850006137,744.06119335,17.647098969,30.723185553,35.042,-7.8159700934e-14,1618.2701063
1908,,,,,,,,2.079,0.056113428402,0,4.5829890533,16.384,0.33636297753,,,0,,0.70887610489,15.788,,0,,,0,0.056539998498,,0.981,,,0.163,0,0,,12.939,,0,0,0.671,6.2052,,,0,,,0,0.061460715091,,0,,11.535344396,0,,1.975,,,,,,,,,0.25697991389,,,,,0.384,40.042,,0,,0.10437356161,121.9,,0.199,,,,0,,,,,,2.94,,6.7981008272,1.499,,,0,,6.349,,10.271,,1.6882699545,,,,,0.14581934431,,0.1684068169,,,,,,0.26353032554,,,0.032377488169,,,0.025,,,,,,,1.029,,0.0055798948644,,,,,,,,5.164,,1.133,,0,,,1.56,,,0,,,,,0.331,0.005,,25.388,0.858,,,0,0.26214546018,0,0,1.197,15.539014954,0,,,0,,,,0,0.16420550287,,,,3.7096556035,0.046836400511,,,3.55,4.035,,,,,,,3.7542105801,2.185,,0.112,0.083119936213,,,,,0,,0.47,0.21280895583,,,,4.9351704098,,126.082,,287.33976404,,0.66100785604,,0.001,0.251,,,,0.108,729.12936321,28.632901291,708.97177998,48.790484513,262.56242475,3.658,28.454176842,0,414.09333457,0.47,301.30776404,5.7159890533,4.063,0,-1.1368683772e-13,757.7622645
1909,,,,,,,,1.62,0.059234519888,0,3.9792928026,11.911,0.35507186158,,,0,,0.74830458464,15.765,,0,,,0,0.058080597912,,0.985,,,0.165,0,0,,12.387,,0,0,0.642,6.61888,,,0,,,0,0.063135393976,,0,,11.464974634,0.040736842105,,2.185,,,,,,,,,0.27127342338,,,,,0.35,40.965,,0,,0.11017893555,121.608,,0.153,,,,0,,,,,,3.235,,6.5891514099,1.634,,,0,,7.015,,10.441,,1.7821734127,,,,,0.15392997891,,0.17777379193,,,,,,0.27818817623,,,0.033259708556,,,0.046,,,,,,,1.008,,0.0057319355964,,,,,,,,5.436,,1.164,,0,,,1.573,,,0,,,,,0.412,0.015,,26.074,0.872,,,0.0022631578947,0.27672628312,0,0,1.326,16.403312301,0,,,0,,,,0,0.16867976725,,,,3.687025366,0.04811259671,,,4.087,4.139,,,,,,,3.4579372058,2.202,,0.133,0.087743159792,,,,,0.007,,0.534,0.22464562736,,,,5.2096700935,,127.207,,318.15123546,,0.69777385039,,,0.278,,,,0.112,759.36493124,29.525565633,737.92811464,50.962382232,260.64742059,4.199,29.268782756,0.007,414.53318586,0.534,331.54623546,5.1432928026,3.659,0,-1.1368683772e-13,788.89049687
1951,0.025,0.10998377953,1.1275052756,,0.068,,,9.5422806299,0.43742577672,0.17629954442,16.681717775,6.3493695858,2.627227838,0.018,0.321,0.334686965,0.03,5.5784513609,24.413150079,0.007,0.03145,0.016,,0.035563561679,0.70494927687,0,5.9113941732,,0.082,2.2283028325,0.000925,0.0024,,44.39902361,0.021,0.017108910891,0.010772277228,2.7242295276,27.869872521,2.2282866193,,0.032316831683,,0.085,0.1258,0.75839455178,1.7655782677,2.6533509496,0.077,16.82625432,0.27182968504,0.47677291339,5.9829132283,0.007,0.001,0.097886456693,0.1919107874,2.8817510236,0.088,0.003,,2.0334287124,0.016991889764,0.011,,0.036,2.1770831223,62.426038189,,0.003801980198,0.004,0.81438702464,157.4414687,0.239,1.2485218789,0.027,0.003,0.17393511811,0.041625,0.001,0.078,0.036,0.095,0.42491889764,6.0549537795,0.176,17.473285568,2.5628864567,0.66291889764,2.8675296063,1.8869270079,0.79651338583,13.324844331,0.142,33.69477378,0.044,13.37478192,0.37997566929,,,0.032,1.1545620293,,1.3284120802,0.3976683137,,0.012,0.046,,2.0569552285,2.4588540157,0,0.38964001357,0.066991889764,0.070587937498,1.4247725857,,,0.07,,,0.038,9.522215748,0.08,0.069558634891,,0.79858637795,0.2539107874,0.24998384415,,,0.008,15.002229528,0.077,2.2298214948,0.054975669291,0.006475,0.46,,2.5862298253,,,1.8047587898,,0.15291889764,0.017,0.013,1.3026025984,0.96965937008,0.12595944882,33.333031564,1.4722939301,0.106,0.05,0.79799188976,2.0730361371,0.016405368204,0.1805946318,6.1417427087,122.75046393,0.0046,0,0.003,0.2937859443,0.001,0.001,0,0.08248120217,2.0505133334,0,0.026,0.77122741433,5.3852503022,0.58150322216,0,0.013,17.778842556,9.0379745473,0.42192700787,,0.006,0.001,0.064,0.001,9.1257534646,3.3565478353,0.10392700787,1.3395701575,0.65393398828,0.29765937008,,0.007,0.002,0.686,0.37579724409,2.7795622047,1.6495078006,,,0.038,38.995258288,0,148.81354016,0.122,714.71387101,0.71566748031,5.0484283548,0,12.93131874,0.35076480315,,0.011,0.70126504197,0.9569579764,1518.4535012,181.39055236,1360.8144843,339.02956923,390.20325351,27.599692785,117.03282384,6.6772944094,717.86842609,7.1415168176,768.66811037,19.02753927,35.828650005,41.806,2.7000623959e-13,1741.6500536
1952,0.025,0.10198393701,1.0614647244,,0.085,,,9.8512887402,0.46832759722,0.10179498861,17.04329417,6.0234671654,2.8134223256,0.021,0.351,0.35345449199,0.024,5.9744162644,22.779466378,0.007,0.03516875,0.029,,0.020534326211,0.70789236965,0,6.8052160101,,0.088,2.5732538583,0.001034375,0.0044571428571,,43.506755906,0.01,0.022188118812,0.01397029703,2.8940997638,34.93431389,2.3562295276,,0.041910891089,,0.106,0.140675,0.76026562997,1.7145379859,1.5320392947,0.086,17.990899043,0.24283779528,0.56873283174,6.2496615969,0.007,0.002,0.16184590551,0.24390267717,2.9729537795,0.106,0.003,,2.1777095117,0.026991889764,0.015,,0.043,2.3621406786,61.950462362,,0.0049306930693,0.003,0.8718776143,166.75234167,0.237,1.309343572,0.029,0.003,0.17593511811,0.046546875,0.003,0.092,0.04,0.098,0.41892700787,7.425832126,0.212,18.402333398,3.4718459499,0.53488645669,2.6254890551,1.1169432283,0.99850527559,13.815660236,0.15391889764,35.591149512,0.053,14.324721976,0.43396755906,,,0,1.2365926639,,1.4226602984,0.32068370079,,0.015,0.045,,2.2028237664,2.565878299,0,0.38928859228,0.084,0.079401031226,1.7387788162,,,0.066,,,0.048,10.156167087,0.082,0.069847512281,,0.97252149606,0.2929107874,0.30895133858,,,0.008,14.933099824,0.129,2.5437080315,0.074975669291,0.007240625,0.595,,2.6432217117,,,1.9059583441,,0.19789456693,0.023,0.027991889764,1.4155947744,1.1056593701,0.13995944882,34.946055984,1.4601970866,0.053,0.077,0.94495944882,2.2206008159,0.017238128011,0.18976187199,7.2683455118,131.4467458,0.0085428571429,0,0.002,0.16963139044,0.002,0.001,0,0.08912150497,2.0594337248,0,0.049,0.9392211838,5.758186827,0.58362680891,0.001,0.013,19.345769685,10.262731575,0.52893524053,,0.009,0.003,0.073,0.001,9.421664252,3.0634757729,0.12982968504,1.7445049919,0.70026211042,0.34872503982,,0.012,0.002,0.763,0.39377291339,2.8584971654,1.7661029344,,,0.039,41.757902522,0,144.29751843,0.147,696.29350586,0.86066748031,5.4004959552,0,13.849075433,0.50874858268,,0.016,0.78885027628,1.0764695369,1524.0205408,198.49066141,1354.4407722,368.07043005,405.77326312,30.110593641,131.30310758,5.5651081434,740.73259057,6.4323455118,749.99442885,19.764002201,38.609025745,42.619,-8.5265128291e-14,1765.1302022
1910,,,,,,,,2.431,0.05809114974,0,4.8327019012,16.044,0.34821811198,,,0,,0.7338604881,16.727,,0,,,0,0.057464358146,,1.146,,,0.173,0,0,,14.089,,0,0,0.767,6.82572,,,0,,,0,0.062465522422,,0,,11.345421704,0.051157894737,,2.006,,,,,,,,,0.26603718723,,,,,0.29,41.106,,0,,0.1080522144,121.552,,0.196,,,,0,,,,,,3.187,,6.4102936844,1.668,,0.059,0,,7.024,,10.749,,1.747773136,,,,,0.15095875633,,0.17434232583,,,,,,0.27281846855,,,0.032906820401,,,0.064,,,,,,,1.134,,0.0056711193036,,,,,,,,5.686,,1.338,,0,,,1.621,,,0,,,,,0.363,0.014,,25.804,0.887,,,0.0028421052632,0.27138479353,0,0,1.315,16.086688521,0,,,0,,,,0,0.1668900615,,,,3.6485782958,0.04760211823,,,4.634,4.065,,,,,,,3.5800566496,2.126,,0.168,0.086049503629,,,,,0.018,,0.514,0.22030942096,,,,5.1091108034,,128.202,,347.04750938,,0.68430511979,,,0.361,,,,0.118,796.71933288,31.361948738,775.94374934,52.137532274,265.51832227,4.752,29.717771097,0.018,419.93129924,0.514,362.27050938,6.1707019012,4.707,0,0,828.08128162
1911,,,,,,,,2.714,0.060227795113,0,5.3293650736,13.412,0.36102589115,,,0,,0.76085254496,16.836,,0,,,0,0.06224021633,,1.257,,,0.245,0,0,,16.449,,0,0,0.848,6.7223,,,0,,,0,0.067657026966,,0,,11.489187886,0.060631578947,,2.137,,,,,0.003,,,,0.27582227717,,,,,0.359,42.824,,0,,0.11202647322,125.16,,0.247,,,,0,,,,,,3.274,,6.7637676693,1.836,,,0.037,,7.243,,12.066,,1.8120578231,,,,,0.15651115683,,0.1807547953,,,,,,0.2828529802,,,0.035641703598,,,0,,,,,,,2.293,,0.0061424455729,,,,,,,,6.026,,1.258,,0,,,1.659,,,0,,,,,0.411,0.01,,27.184,0.858,,,0.0033684210526,0.2813665733,0,0,1.576,16.67837157,0,,,0,,,,0,0.18076028109,,,,3.6948121144,0.051558326448,,,4.46,4.02,,,,,,,3.4914712442,2.35,,0.185,0.089214482713,,,,,0.034,,0.608,0.22841260203,,,,5.2970285501,,131.373,,343.52253458,,0.70947448509,,,0.316,,,,0.14,806.91741643,33.558022143,786.34211993,54.133318645,270.93511665,4.603,31.492018379,0.034,429.61952053,0.645,362.26453458,6.5873650736,5.23,0,1.1368683772e-13,840.47543857
